kepid,koi_disposition,koi_period,koi_prad,koi_teq,koi_score,koi_steff,koi_srad,koi_insol,stellar_class,is_planet,transit_ratio
2019477,CANDIDATE,27.2497521,4.49,1090.0,0.479,5440.0,2.747,333.56,G,0,3.743153318447987
2161623,FALSE POSITIVE,2.283466438,48.03,2014.0,0.0,6723.0,1.719,3158.4199999999996,F,0,2126.897912392264
2707097,FALSE POSITIVE,0.692807507,46.44,2057.0,0.0,5780.0,1.0,3158.4199999999996,G,0,7010.172307500703
2719873,FALSE POSITIVE,17.279290765,27.66,556.0,0.0,5251.0,0.658,22.63,G,0,281.0705639514713
8158127,CANDIDATE,16.9972894,3.14,956.0,0.705,5897.0,1.86,197.18,G,0,13.23740478290615
2852810,CANDIDATE,93.05654364,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,4.523056450799422
2852810,CANDIDATE,88.433122,1.7,595.0,0.0,7092.0,1.525,29.68,F,0,1.3614808261547071
2852810,CANDIDATE,154.608014,2.35,404.0,0.0,7092.0,1.525,6.31,F,0,1.426187390260378
8590780,FALSE POSITIVE,4.326946311,48.03,1481.0,0.0,6231.0,1.501,1137.15,F,0,1122.431306266328
8613338,FALSE POSITIVE,154.608014,1.3,216.0,0.0,5671.0,0.919,0.51,G,0,1.2987683807904034
8646141,FALSE POSITIVE,154.608014,2.41,526.0,0.0,6608.0,2.189,18.16,F,0,0.7703352298413199
8653134,CONFIRMED,5.34264143,1.72,799.0,1.0,5101.0,0.67,96.47,K,1,129.39292465300258
8702921,FALSE POSITIVE,19.38444245,28.3,1185.0,0.0,4968.0,2.747,466.04,K,0,173.95393283545278
8822421,CANDIDATE,1.645319649,2.46,1296.0,0.0,5416.0,0.756,666.35,G,0,657.6229735405051
8957954,FALSE POSITIVE,2.179924994,48.03,1448.0,0.0,6106.0,0.966,1040.63,F,0,2227.920691476782
8984706,FALSE POSITIVE,10.135401047,48.03,1035.0,0.0,5895.0,1.415,270.76,G,0,479.18182788016514
4247807,FALSE POSITIVE,2.02487934,1.0,1284.0,0.0,5440.0,0.825,643.17,G,0,72.00429038897695
4472818,CANDIDATE,15.3573445,1.42,729.0,0.999,5818.0,0.986,66.65,G,0,7.625016160834316
8030339,CONFIRMED,5.71668787,1.92,955.0,1.0,5638.0,0.883,196.51,G,1,75.51575489462572
8037145,CONFIRMED,51.1658019,1.51,398.0,0.905,4963.0,0.826,5.96,K,1,5.065883663986902
5471059,FALSE POSITIVE,12.4249559,0.88,703.0,0.0,5524.0,0.847,57.8,G,0,8.885343407939178
5471675,FALSE POSITIVE,12.427135,1.05,1143.0,0.0,6561.0,1.821,403.8,F,0,2.61524478490014
8934103,CANDIDATE,77.792718,2.17,453.0,0.93,5497.0,1.241,10.0,G,0,3.700860535558097
9551430,CANDIDATE,154.608014,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,2.7223685830412387
3530668,FALSE POSITIVE,1.946198513,48.03,1853.0,0.002,6224.0,1.433,2779.44,F,0,2495.4802747811987
3532985,CANDIDATE,5.288547653,48.03,2333.0,0.049,4918.0,2.747,3158.4199999999996,K,0,413.21363508190365
10718726,CANDIDATE,154.608014,2.8,288.0,0.0,6108.0,1.011,1.64,F,0,4.9803369183695745
3831911,FALSE POSITIVE,30.4838006,23.87,315.0,0.0,3857.0,0.531,2.32,K,0,159.3206852297807
3852258,FALSE POSITIVE,5.7584367,48.03,3389.0,0.0,4754.0,2.747,3158.4199999999996,K,0,127.91666182594315
3858919,FALSE POSITIVE,25.9522913,2.03,567.0,0.0,5692.0,0.866,24.49,G,0,21.49328525762964
3869326,FALSE POSITIVE,8.58599537,39.03,2319.0,0.0,4805.0,2.747,3158.4199999999996,K,0,95.27142337604127
3971315,FALSE POSITIVE,9.892240848,40.38,907.0,0.0,6225.0,1.009,160.25,F,0,490.9605492452118
2852810,CANDIDATE,126.505657,1.51,528.0,0.0,7092.0,1.525,18.42,F,0,0.7549069525009463
2997455,FALSE POSITIVE,1.129848432,48.03,3553.0,0.0,4846.0,2.747,3158.4199999999996,K,0,4123.119409701495
3003991,FALSE POSITIVE,7.244778994,25.68,818.0,0.0,5530.0,0.788,105.76,G,0,670.3724163321248
3003991,FALSE POSITIVE,110.1552727,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,3.820970069642431
3229028,FALSE POSITIVE,0.730964241,0.99,2467.0,0.0,5929.0,1.463,3158.4199999999996,G,0,60.19446305581999
3229028,CANDIDATE,117.684591,1.52,459.0,0.0,6362.0,1.279,10.46,F,0,1.1437351216184284
3230787,FALSE POSITIVE,17.734020239,48.03,892.0,0.0,5883.0,1.554,149.48,G,0,273.86345197234664
5956656,CANDIDATE,46.245164,2.46,519.0,0.908,5553.0,1.107,17.15,G,0,10.641112657747305
9093086,CANDIDATE,9.7043379,1.19,932.0,0.69,6273.0,1.044,178.46,F,0,13.293024349450981
9015738,CANDIDATE,34.775371,0.67,582.0,0.0,6028.0,1.047,27.11,F,0,1.1157321657330412
7954278,CANDIDATE,0.306702491,0.93,2318.0,0.999,5310.0,0.786,3158.4199999999996,G,0,452.555828768929
9093086,CANDIDATE,12.7713826,1.26,851.0,0.737,6273.0,1.044,123.93,F,0,11.102948243050834
9101400,FALSE POSITIVE,0.829019343,48.03,2492.0,0.0,6645.0,1.328,3158.4199999999996,F,0,5858.367529067413
9119652,FALSE POSITIVE,1.1080999,48.03,2212.0,0.0,5299.0,1.769,3158.4199999999996,G,0,4382.908075345914
9145861,CANDIDATE,42.294739,48.03,1083.0,0.954,4926.0,2.747,324.71,K,0,6.010203774989603
9145861,FALSE POSITIVE,154.608014,14.71,610.0,0.0,4902.0,2.747,32.65,K,0,2.4423054810082485
9153823,CANDIDATE,1.444486083,1.73,1051.0,0.0,4569.0,0.559,290.01,K,0,678.9265826384567
7100673,CONFIRMED,5.99273265,0.91,1010.0,0.997,5574.0,1.065,245.32,G,1,11.647441005064692
7100673,CONFIRMED,5.10110666,0.85,1065.0,1.0,5574.0,1.065,304.8,G,1,12.761936642195204
10089911,CANDIDATE,11.6089351,46.44,1496.0,0.216,6303.0,2.747,1184.51,F,0,17.19365284417862
4150496,FALSE POSITIVE,94.22498,1.84,387.0,0.0,5880.0,0.893,5.28,G,0,3.6752462032891917
3747817,CANDIDATE,14.2378417,1.1,629.0,0.868,5273.0,0.801,37.02,G,0,13.555425328264466
6129694,FALSE POSITIVE,154.608014,4.41,600.0,0.0,7843.0,2.747,30.56,A,0,1.397728322155409
8162789,CANDIDATE,10.8206034,1.19,885.0,0.978,6032.0,1.06,145.06,F,0,10.78498080800189
9899315,FALSE POSITIVE,154.608014,2.24,340.0,0.0,6089.0,0.95,3.15,F,0,3.3698123824292834
4037428,FALSE POSITIVE,4.264729569,29.95,1428.0,0.292,6052.0,1.417,983.86,F,0,1138.8060887384252
4049124,FALSE POSITIVE,4.804469712,30.97,958.0,0.0,5561.0,0.809,198.67,G,0,1010.8711868595082
4275328,FALSE POSITIVE,6.150529292,48.03,1421.0,0.0,6691.0,1.565,964.26,F,0,392.99056800589904
4753561,FALSE POSITIVE,4.944927575,19.43,728.0,0.0,4428.0,0.701,66.56,K,0,208.0313582752524
4912991,FALSE POSITIVE,4.442517008,26.08,1258.0,0.0,6316.0,1.119,593.85,F,0,1093.2316052485892
5613330,CANDIDATE,10.2090268,0.92,1058.0,0.616,6188.0,1.524,296.42,F,0,3.594857836987949
5036966,FALSE POSITIVE,62.7356439,48.03,590.0,0.0,6211.0,1.44,28.65,F,0,77.41532083007759
5254230,FALSE POSITIVE,7.035518449,24.91,782.0,0.0,5288.0,0.71,88.6,G,0,304.0287671058597
3545840,CANDIDATE,54.2916336,1.67,665.0,0.0,6711.0,1.565,46.21,F,0,1.8013825246179367
3634051,CONFIRMED,154.608014,9.23,390.0,0.0,5874.0,2.747,5.45,G,1,5.568922190540524
7967517,FALSE POSITIVE,0.579516759,0.6,2484.0,0.0,6339.0,1.102,3158.4199999999996,F,0,46.59054217274155
3634051,CANDIDATE,122.8054416,48.03,602.0,0.755,5874.0,2.747,31.11,G,0,2.548746992983412
3761319,FALSE POSITIVE,16.2480865,2.38,704.0,0.228,5729.0,0.923,58.1,G,0,27.00010244283227
3761319,FALSE POSITIVE,154.608014,2.9,230.0,0.0,5729.0,0.923,0.66,G,0,6.333436247360373
3762553,FALSE POSITIVE,154.608014,5.51,537.0,0.0,8057.0,2.407,19.6,A,0,3.065170994305638
3965879,FALSE POSITIVE,55.00402906,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,7.652166708385489
4035675,FALSE POSITIVE,2.873657901,48.03,1830.0,0.0,5692.0,2.287,2645.12,G,0,1690.0759127625886
9282687,FALSE POSITIVE,1.680425996,48.03,2203.0,0.0,6844.0,1.629,3158.4199999999996,F,0,2890.160002023677
9289960,FALSE POSITIVE,0.53345831,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,789.0026120316693
9291629,FALSE POSITIVE,20.686460198,48.03,1210.0,0.0,4809.0,2.747,506.27,K,0,234.77675511006728
9304842,FALSE POSITIVE,131.68018,5.96,444.0,0.0,6468.0,1.302,9.15,F,0,15.69712313576728
6975129,CANDIDATE,37.8404232,1.76,607.0,0.0,6243.0,1.149,32.14,F,0,6.146865714757651
9304923,FALSE POSITIVE,154.608014,48.03,692.0,0.0,7981.0,2.747,54.06,A,0,12.418502445804654
9343862,FALSE POSITIVE,1.123258617,48.03,3215.0,0.0,7945.0,2.17,3158.4199999999996,A,0,4323.759396541535
9389245,CANDIDATE,47.25643291,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,8.906723890937878
9828127,CANDIDATE,32.0273169,1.14,525.0,0.995,5505.0,0.909,17.95,G,0,5.0488150632437145
5177859,CANDIDATE,8.75630628,1.12,982.0,0.98,5839.0,1.227,219.87,G,0,9.353258940595213
11081504,CANDIDATE,9.6183111,0.85,1142.0,1.0,6134.0,1.665,402.64,F,0,2.599208919328883
5385410,FALSE POSITIVE,12.4250319,0.89,1030.0,0.0,6290.0,1.506,266.45,F,0,2.374239377204335
3645438,CONFIRMED,154.608014,2.96,209.0,0.911,5119.0,0.834,0.45,K,1,8.643795139881947
8110757,CANDIDATE,0.518060209,48.03,2921.0,0.975,5405.0,1.772,3158.4199999999996,G,0,4359.3388582368425
3645438,CANDIDATE,17.3695112,1.45,588.0,0.946,5119.0,0.834,28.35,K,0,18.077653215710523
8278685,CANDIDATE,17.8693759,0.81,759.0,0.0,6328.0,1.013,78.58,F,0,3.5255847967247695
5511659,CANDIDATE,17.236085,1.98,721.0,0.629,5543.0,1.111,63.85,G,0,19.145879125102947
5385139,FALSE POSITIVE,12.4297161,1.26,742.0,0.0,5754.0,0.905,71.78,G,0,15.503169859205391
5385150,FALSE POSITIVE,12.4288476,1.12,725.0,0.0,5595.0,0.886,65.27,G,0,13.307750269622746
5385269,FALSE POSITIVE,12.4258252,1.27,822.0,0.0,5968.0,1.048,108.1,G,0,10.478177336664931
8210370,FALSE POSITIVE,153.725848,48.03,734.0,0.0,4794.0,2.747,68.48,K,0,31.593255546718463
5385509,FALSE POSITIVE,12.4257907,1.27,589.0,0.0,4873.0,0.693,28.51,K,0,27.370491601794
5385566,FALSE POSITIVE,12.4253356,2.02,683.0,0.0,5442.0,0.783,51.57,G,0,30.131982914006763
5385773,FALSE POSITIVE,12.4254201,0.84,659.0,0.0,5571.0,0.691,44.57,G,0,11.629385472447728
5386163,FALSE POSITIVE,12.424995,2.06,1293.0,0.0,6098.0,2.657,660.61,F,0,4.14487088324784
5470960,FALSE POSITIVE,12.4227918,1.44,634.0,0.0,5279.0,0.72,38.29,G,0,16.308733436231297
4139254,CANDIDATE,154.608014,1.07,225.0,0.0,5551.0,0.957,0.61,G,0,0.794913515931975
4144236,FALSE POSITIVE,22.913446297,48.03,811.0,0.0,6621.0,1.297,102.27,F,0,211.95851278975329
10141900,CANDIDATE,9.6550473,1.45,705.0,0.8,4999.0,0.843,58.36,K,0,32.42863450290917
4144236,FALSE POSITIVE,10.0046881,1.9,1466.0,0.0,6620.0,2.641,1091.58,F,0,5.05762893297993
4150701,FALSE POSITIVE,8.65315602,1.37,643.0,0.0,4746.0,0.696,40.5,K,0,48.24829218784847
4255944,CANDIDATE,154.608014,3.63,521.0,0.0,6845.0,2.674,17.44,F,0,1.1584134312727152
4285087,FALSE POSITIVE,2.243015737,48.03,1813.0,0.0,6181.0,1.444,2547.31,F,0,2165.2545365088536
4346875,FALSE POSITIVE,4.694218481,35.81,946.0,0.0,5512.0,0.787,189.23,G,0,1034.6131139097272
9394605,FALSE POSITIVE,0.87683182,2.39,878.0,0.0,5706.8232800782525,1.0,3077.39,G,0,480.0236378282895
9471755,FALSE POSITIVE,0.953734449,47.65,2672.0,0.0,7332.0,1.46,3158.4199999999996,F,0,1300.5716646814758
9479460,FALSE POSITIVE,2.073873563,48.03,3150.0,0.0,7803.0,2.747,3158.4199999999996,A,0,2341.8496125551897
9549472,FALSE POSITIVE,15.713787218,27.64,747.0,0.0,5843.0,1.006,73.68,G,0,309.0725318233083
9576197,FALSE POSITIVE,7.964440392,18.98,755.0,0.0,5250.0,0.736,76.69,G,0,609.79802232915
8110758,FALSE POSITIVE,0.518071538,42.1,2536.0,0.0,5876.0,1.209,3158.4199999999996,G,0,4237.831725857134
9579860,FALSE POSITIVE,2.151214629,14.54,3287.0,0.0,4748.0,2.747,3158.4199999999996,K,0,154.6103282844494
9655711,CANDIDATE,12.7143635,2.2,785.0,1.0,5947.0,0.962,89.81,G,0,41.276151967811835
5856571,CANDIDATE,80.4103783,4.93,535.0,0.985,5476.0,1.673,19.35,G,0,7.35477201454728
8222395,CANDIDATE,1.93188768,0.57,1427.0,0.965,5896.0,0.914,977.65,G,0,19.566354913552736
5796186,FALSE POSITIVE,154.608014,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,2.7223685830412387
5471068,FALSE POSITIVE,12.426469,1.66,729.0,0.0,5691.0,0.887,66.74,G,0,14.52544564348891
5471192,FALSE POSITIVE,12.4262889,1.23,864.0,0.0,6246.0,1.092,131.83,F,0,7.580702553921792
5471217,FALSE POSITIVE,12.424747,1.35,691.0,0.0,5514.0,0.826,53.94,G,0,11.187350535185947
5471769,FALSE POSITIVE,12.4255705,1.37,721.0,0.0,5742.0,0.827,63.95,G,0,11.21880077860409
5471770,FALSE POSITIVE,12.426173,2.67,1006.0,0.0,6367.0,1.357,242.41,F,0,9.262707029750832
5556804,FALSE POSITIVE,12.4244306,1.59,714.0,0.0,5761.0,0.791,61.31,G,0,17.232178028343608
5597970,FALSE POSITIVE,6.71738328,37.65,883.0,0.0,5301.0,0.936,143.87,G,0,723.0047471699426
4459068,FALSE POSITIVE,24.955998503,36.91,1438.0,0.0,8617.0,2.747,1011.42,A,0,194.58648386343833
8107150,CANDIDATE,5.2449156,0.52,1015.0,0.691,5823.0,0.878,251.14,G,0,6.768459725071649
4464394,CANDIDATE,154.608014,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,2.7223685830412387
4547480,FALSE POSITIVE,4.426942241,5.43,958.0,0.0,5511.0,0.746,199.4,G,0,654.3116766180551
4739229,CANDIDATE,154.608014,3.65,324.0,0.0,7081.0,1.619,2.62,F,0,2.979793789990731
4739229,CANDIDATE,4.66185924,1.16,1610.0,0.0,7081.0,1.619,1590.18,F,0,10.575179871797245
8620565,CANDIDATE,1.213672208,48.03,1789.0,0.0,6113.0,0.995,2422.45,F,0,2250.1957134706013
4740676,FALSE POSITIVE,3.454241684,48.03,2010.0,0.0,6562.0,2.433,3158.4199999999996,F,0,1406.0104776385995
4742420,CANDIDATE,90.097375,1.7,430.0,0.997,6116.0,1.008,8.05,F,0,3.136606366167716
9655711,CANDIDATE,7.72966941,2.1,927.0,0.612,5947.0,0.962,174.28,G,0,55.202878333706124
9727765,CANDIDATE,51.85656556,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,8.11661928349271
9767392,FALSE POSITIVE,1.457256942,48.03,2112.0,0.0,6630.0,1.416,3158.4199999999996,F,0,3332.768477557885
9774400,FALSE POSITIVE,10.818248422,11.71,830.0,0.0,5955.0,0.894,112.55,G,0,448.93589151857617
9839081,FALSE POSITIVE,2.559236603,37.66,1296.0,0.0,5955.0,0.883,665.95,G,0,1897.7143396225488
9974142,FALSE POSITIVE,154.608014,4.22,446.0,0.0,6049.0,2.522,9.34,F,0,1.8013296516440604
9974142,CANDIDATE,154.536881,4.1,544.0,0.0,6049.0,2.522,20.76,F,0,1.6727398555429627
10163066,FALSE POSITIVE,154.608014,1.9,169.0,0.0,4547.0,0.747,0.19,K,0,4.521111046675757
9008103,CANDIDATE,87.707513,1.72,310.0,0.0,4944.0,0.721,2.2,K,0,6.590085389834278
8780959,CONFIRMED,5.1117547,2.81,1351.0,0.996,6432.0,1.345,788.0,F,1,52.38905536683911
8780959,CONFIRMED,9.6310258,2.9,1094.0,0.0,6432.0,1.345,338.33,F,1,30.858602829202265
7429287,FALSE POSITIVE,101.889228,1.43,487.0,0.0,5802.0,1.59,13.26,G,0,0.793999538400664
11296045,CANDIDATE,154.608014,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,2.7223685830412387
6592335,FALSE POSITIVE,48.5023669,48.03,192.0,0.0,3396.0,0.28,0.32,M,0,15.256987386320729
5951416,FALSE POSITIVE,154.608014,1.88,237.0,0.0,6225.0,0.931,0.74,F,0,2.6111194986309054
5769810,CANDIDATE,8.97377221,2.96,1530.0,0.301,6537.0,2.747,1294.96,F,0,11.867918809140354
5643492,FALSE POSITIVE,41.86539723,31.14,500.0,0.0,6063.0,0.788,14.79,F,0,102.93226113024988
5795648,FALSE POSITIVE,4.553370029,25.84,1264.0,0.802,6306.0,1.109,603.58,F,0,1066.616587070262
5961350,FALSE POSITIVE,5.262652179,35.99,1499.0,0.0,7049.0,1.549,1191.71,F,0,922.8616740775868
10340423,FALSE POSITIVE,154.608014,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,2.7223685830412387
5979863,FALSE POSITIVE,16.621853404,22.32,719.0,0.0,5949.0,0.907,63.3,G,0,292.18763286838094
6117415,FALSE POSITIVE,19.741616041,48.03,902.0,0.0,6535.0,1.529,156.6,F,0,246.01329444932242
6128027,FALSE POSITIVE,5.455766383,28.2,795.0,0.0,5067.0,0.694,94.27,K,0,890.1957413596973
6146418,FALSE POSITIVE,22.44620704,48.03,894.0,0.0,6070.0,1.777,150.81,F,0,72.47549651043404
4742420,CANDIDATE,154.608014,1.67,323.0,0.0,6123.0,0.991,2.58,F,0,1.8356098927705002
4826439,FALSE POSITIVE,1.237147407,48.03,2107.0,0.0,6064.0,1.449,3158.4199999999996,F,0,3925.7245923322703
4933476,FALSE POSITIVE,1.28619671,1.27,1646.0,0.0,5650.0,0.926,1740.01,G,0,106.67108610470632
4990977,FALSE POSITIVE,2.649026189,32.7,1377.0,0.0,5838.0,0.988,852.59,G,0,1833.3907079391277
5034333,FALSE POSITIVE,6.932281325,48.03,1872.0,0.0,8675.0,2.168,2902.34,A,0,700.5918791098686
5039441,FALSE POSITIVE,2.151384476,48.03,1725.0,0.001,6184.0,1.257,2097.48,F,0,2257.476547859965
8231299,FALSE POSITIVE,0.562273947,0.73,2083.0,0.0,5632.0,0.847,3158.4199999999996,G,0,119.15899777586529
5121173,FALSE POSITIVE,17.4352218,48.03,1195.0,0.0,6313.0,2.641,482.16,F,0,34.602370243434464
5306984,CANDIDATE,114.27173902,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,3.683325410199047
10198662,CANDIDATE,26.40805532,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,15.938318626636383
10198662,CANDIDATE,46.07931317,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,9.134250730846993
4157325,CANDIDATE,24.8434837,1.58,625.0,0.085,5670.0,1.022,35.97,G,0,8.750785623515434
10200627,CANDIDATE,7.7016694,4.44,1627.0,0.956,5174.0,2.747,1656.27,K,0,20.21639620106259
10219361,FALSE POSITIVE,117.634213,3.78,513.0,0.0,5236.0,2.332,16.34,G,0,2.151584930482767
10228942,FALSE POSITIVE,21.025447023,48.03,1123.0,0.0,6631.0,2.438,376.4,F,0,230.99152159224934
10341878,FALSE POSITIVE,0.933753371,1.44,3137.0,0.0,7286.0,2.056,3158.4199999999996,F,0,50.655774285820485
10357831,FALSE POSITIVE,1.72153588,12.89,1045.0,0.0,4535.0,0.668,281.41,K,0,2821.1436406425637
8332521,CANDIDATE,4.67250377,1.11,1149.0,0.994,6146.0,0.987,412.73,F,0,17.03583430174525
6150977,FALSE POSITIVE,2.765621941,34.42,1134.0,0.0,5423.0,0.828,391.86,G,0,1756.096857636262
6182019,FALSE POSITIVE,3.664964374,30.98,1184.0,0.001,5726.0,0.987,464.89,G,0,1325.169770940862
6191945,FALSE POSITIVE,6.8072842,31.15,1156.0,0.0,5182.0,1.824,421.16,K,0,713.4563296182051
6209347,FALSE POSITIVE,2.136577151,43.89,1311.0,0.034,5457.0,0.905,698.75,G,0,2273.121753514437
6268722,FALSE POSITIVE,2.638432816,48.03,1933.0,0.005,6502.0,1.753,3158.4199999999996,F,0,1840.751816968001
6301030,FALSE POSITIVE,11.991000357,48.03,897.0,0.0,5988.0,1.13,153.29,G,0,405.0287595200344
10480982,FALSE POSITIVE,2.03746414,1.12,1474.0,0.0,6117.0,0.947,1118.26,F,0,68.12389836711434
6606934,FALSE POSITIVE,37.80694072,48.03,617.0,0.0,6387.0,1.105,34.14,F,0,128.46053945408994
8242769,CANDIDATE,21.9711574,1.32,649.0,0.826,5763.0,0.997,41.86,G,0,8.106081839821512
10964440,CANDIDATE,144.688915,3.33,416.0,0.913,5372.0,1.71,7.09,G,0,2.7445087966828696
5385548,FALSE POSITIVE,12.42555055,3.79,1027.0,0.0,6381.0,1.423,262.42,F,0,32.91604652479563
5385778,FALSE POSITIVE,12.42592247,48.03,1547.0,0.0,4849.0,2.747,1353.9,K,0,390.85226965849563
5428657,CANDIDATE,1.54287434,1.05,1007.0,0.999,4530.0,0.539,243.62,K,0,260.1637668042363
5471617,FALSE POSITIVE,12.4237327,1.12,1057.0,0.0,5221.0,2.067,294.63,G,0,2.422782325315161
5471617,FALSE POSITIVE,94.38163,2.04,537.0,0.0,5221.0,2.067,19.72,G,0,0.9662897324405184
5629353,CANDIDATE,33.3200908,13.0,750.0,0.996,6264.0,1.651,74.79,F,0,145.75890651534476
5629353,CONFIRMED,7.5844241,5.83,1228.0,1.0,6264.0,1.651,537.4,F,1,132.5084128668385
10363233,FALSE POSITIVE,154.608014,4.85,268.0,0.0,5332.0,0.843,1.22,G,0,21.635359729800292
10385682,FALSE POSITIVE,3.103730697,48.03,1340.0,0.0,6075.0,1.091,763.25,F,0,1564.7942666850518
10414727,CANDIDATE,91.20573037,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,4.614841614583959
10414727,FALSE POSITIVE,154.608014,2.69,443.0,0.0,7304.0,1.69,9.13,F,0,1.557487181744667
10483644,FALSE POSITIVE,5.110771787,26.98,1048.0,0.0,6029.0,0.894,284.85,F,0,950.2870021224056
4736569,CANDIDATE,7.07394528,0.84,647.0,0.95,4777.0,0.561,41.43,K,0,32.27336245383001
10601549,FALSE POSITIVE,1.463773705,21.79,1329.0,0.0,5446.0,0.668,739.19,G,0,3317.9308956093046
10614158,FALSE POSITIVE,4.46255312,48.03,1795.0,0.0,4847.0,2.747,2458.34,K,0,1088.3231794448645
8505215,FALSE POSITIVE,79.87804945,2.39,878.0,0.0,5706.8232800782525,1.0,141.3,G,0,5.269282398582655
10662202,CANDIDATE,14.516741,1.45,606.0,0.929,4954.0,0.828,31.8,K,0,15.650895748570564
9008103,CANDIDATE,20.5718107,1.34,498.0,0.989,4922.0,0.708,14.51,K,0,18.423268886097613
6614926,FALSE POSITIVE,3.026764871,26.36,1360.0,0.019,6283.0,1.01,810.38,F,0,1604.584500941236
6628237,FALSE POSITIVE,3.840130917,33.44,1205.0,0.001,5931.0,1.012,498.48,G,0,1264.7225068550963
6694186,FALSE POSITIVE,5.554227226,31.71,930.0,0.0,5433.0,0.843,176.7,G,0,874.4150720491247
6934587,FALSE POSITIVE,1.570919281,48.03,1797.0,0.0,6192.0,1.162,2473.29,F,0,3091.6292509366685
7219906,FALSE POSITIVE,35.08976902,33.1,501.0,0.0,5603.0,0.846,14.95,G,0,138.40786461808406
7257373,FALSE POSITIVE,5.233450136,48.03,1050.0,0.0,5841.0,0.977,287.6,G,0,928.0111348709714
7295570,FALSE POSITIVE,3.6037011,48.03,1464.0,0.0,5633.0,1.547,1089.0,G,0,1347.6977876994292
7362852,FALSE POSITIVE,3.518356021,48.03,1266.0,0.0,6201.0,0.989,606.41,F,0,1380.3890143612048
5629353,CANDIDATE,11.867172,4.03,1058.0,0.998,6264.0,1.651,296.23,F,0,50.18887397941144
5641294,FALSE POSITIVE,2.6160943,0.81,1744.0,0.0,6645.0,1.42,2188.14,F,0,11.199902083040357
5738698,FALSE POSITIVE,2.404386969,48.03,1670.0,0.0,6466.0,1.21,1838.11,F,0,2019.9327573381138
4078157,CANDIDATE,142.685885,2.76,319.0,0.0,5767.0,0.799,2.43,G,0,8.375040039875001
5768927,FALSE POSITIVE,4.390513938,41.83,1401.0,0.021,6081.0,1.454,910.71,F,0,1106.1802942851743
5814635,FALSE POSITIVE,3.86963822,2.39,878.0,0.0,5706.8232800782525,1.0,3158.4199999999996,G,0,108.76985807732692
5816144,CANDIDATE,12.4970599,1.44,839.0,1.0,6174.0,1.021,117.3,F,0,14.403387792035788
5816144,FALSE POSITIVE,7.384681,1.22,1000.0,0.0,6174.0,1.021,236.56,F,0,19.337328179781906
10717220,CONFIRMED,21.0907909,1.88,606.0,1.0,5723.0,0.818,31.86,G,1,19.80011095743214
10728219,FALSE POSITIVE,3.371796653,48.03,1155.0,0.0,5615.0,0.912,419.47,G,0,1440.389353159489
10735988,FALSE POSITIVE,1.927177921,28.94,1219.0,0.644,5193.0,0.774,523.16,K,0,2520.109818132355
8112324,FALSE POSITIVE,0.575925434,38.24,1834.0,0.0,5461.0,0.683,2666.7,G,0,8432.862508378124
10971944,FALSE POSITIVE,154.608014,3.46,358.0,0.0,6643.0,1.976,3.88,F,0,1.895115216989981
10973583,FALSE POSITIVE,6.256352128,30.76,918.0,0.0,5772.0,0.836,167.92,G,0,525.7536552776335
10989274,CONFIRMED,16.17803,2.25,754.0,1.0,5929.0,1.069,76.54,G,1,27.753688180823005
11099351,FALSE POSITIVE,2.37795507,48.03,2965.0,0.0,9565.0,2.286,3158.4199999999996,A,0,1846.5866135982124
11147460,FALSE POSITIVE,2.053866175,48.03,2528.0,0.0,5051.0,2.747,3158.4199999999996,K,0,2364.6623422287967
10662202,FALSE POSITIVE,36.5521313,0.9,361.0,0.0,4722.0,0.527,4.03,K,0,7.73963076675641
11607193,FALSE POSITIVE,5.177577252,48.03,1671.0,0.0,7429.0,1.796,1846.9,F,0,255.98845473295899
10743597,FALSE POSITIVE,4.08029328,2.92,1044.0,0.0,5619.0,0.874,280.4,G,0,276.548748476237
4247991,CONFIRMED,104.3519624,1.39,355.0,0.976,5650.0,0.87,3.74,G,1,2.3363240555598788
11968463,CANDIDATE,6.06330298,1.64,1153.0,0.0,6308.0,1.153,418.4,F,0,33.100770431894205
11968463,CANDIDATE,86.431871,2.85,464.0,0.0,6325.0,1.112,10.97,F,0,4.802626568155628
11074835,CANDIDATE,26.1152887,2.38,898.0,0.0,5190.0,2.747,153.98,K,0,2.680422215665569
8042747,FALSE POSITIVE,154.608014,2.1,252.0,0.0,6197.0,1.035,0.95,F,0,2.300656937485789
9008737,FALSE POSITIVE,11.83271013,1.17,728.0,1.0,5639.0,0.859,66.51,G,0,14.899376225993969
